interaction_id,user_id,song_id,play_count,liked,skipped,rating,device,session_duration_sec,timestamp,engagement_score,is_positive,age,gender,preferred_genre,preferred_language,song_name,artist,genre,language,duration_sec,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo_bpm
I000122,U0908,S0401,2,1,0,5,Web,180,46029.76087,6.5,1,39,Female,Indie,Telugu,Song_0401,Artist_053,Hip-Hop,English,202,21,0.93,0.599,-13.2,0.205,0.887,0.161,0.3,0.881,73.85
I000123,U0861,S0476,1,0,1,4,Web,492,45708.98669,1.3,0,40,Male,Jazz,Tamil,Song_0476,Artist_035,Pop,Telugu,334,83,0.468,0.521,-13.61,0.041,0.137,0.75,0.369,0.706,183.45
I000124,U0800,S0384,3,1,1,3,Mobile,437,46069.08678,3.6,0,19,Female,Country,Telugu,Song_0384,Artist_018,Pop,Hindi,283,95,0.934,0.308,-14.16,0.134,0.89,0.811,0.225,0.358,145.42
I000125,U0952,S0047,2,0,0,3,Mobile,133,46195.4623,3.1,0,18,Female,Indie,Spanish,Song_0047,Artist_044,R&B,Hindi,184,87,0.7,0.548,-5.51,0.204,0.506,0.57,0.237,0.056,189.82
I000126,U0280,S0478,6,0,0,4,Desktop,207,45836.90603,5.8,0,55,Other,Pop,Hindi,Song_0478,Artist_006,Electronic,English,289,82,0.738,0.943,-5.44,0.069,0.393,0.803,0.353,0.595,122.83
I000127,U0116,S0197,5,1,1,4,Web,270,46064.49735,5.3,0,38,Other,Rock,English,Song_0197,Artist_096,Electronic,Tamil,263,56,0.621,0.722,-4.27,0.036,0.22,0.5,0.236,0.718,152.69
I000128,U0269,S0408,4,1,0,4,Mobile,276,45664.68832,6.8,1,34,Male,Jazz,English,Song_0408,Artist_073,Hip-Hop,English,160,97,0.338,0.235,-2.76,0.28,0.811,0.813,0.12,0.617,144.12
I000129,U0916,S0455,7,1,0,3,Mobile,444,46251.42531,7.6,0,46,Female,Country,English,Song_0455,Artist_062,Jazz,Telugu,319,39,0.469,0.5,-2.84,0.043,0.507,0.51,0.631,0.178,179.13
I000130,U0335,S0379,6,1,0,4,Desktop,436,45788.07576,7.8,1,44,Male,Electronic,English,Song_0379,Artist_070,Hip-Hop,Hindi,227,93,0.37,0.709,-3.1,0.295,0.577,0.117,0.599,0.97,69.09
I000131,U0312,S0034,4,1,0,5,Tablet,403,46232.84932,7.5,1,23,Female,R&B,Spanish,Song_0034,Artist_002,Rock,Hindi,166,42,0.38,0.924,-12.54,0.28,0.495,0.389,0.625,0.799,67.71
I000132,U0053,S0254,7,1,1,4,Tablet,450,46169.42856,6.3,0,23,Male,Indie,Hindi,Song_0254,Artist_040,Rock,Tamil,326,39,0.878,0.312,-2.91,0.168,0.843,0.428,0.448,0.682,98.33
I000133,U0068,S0248,5,1,0,3,Desktop,314,46011.21086,6.6,0,49,Female,Classical,Hindi,Song_0248,Artist_017,Indie,Hindi,250,17,0.693,0.754,-14.08,0.04,0.147,0.236,0.296,0.594,115.53
I000134,U0694,S0434,2,1,0,2,Mobile,377,46121.77698,4.4,0,60,Other,Classical,Telugu,Song_0434,Artist_031,Pop,English,268,7,0.242,0.755,-6.34,0.094,0.462,0.774,0.058,0.566,70.82
I000135,U0034,S0042,6,1,1,4,Web,130,46122.17682,5.8,0,30,Female,Pop,English,Song_0042,Artist_064,Hip-Hop,English,205,75,0.205,0.507,-3.46,0.262,0.427,0.393,0.394,0.852,87.7
I000136,U0796,S0289,9,0,0,5,Mobile,125,45995.60532,8,0,46,Male,R&B,Hindi,Song_0289,Artist_013,Lo-Fi,Tamil,212,64,0.831,0.62,-9.87,0.232,0.796,0.097,0.533,0.374,135.26
I000137,U0818,S0123,3,0,0,3,Desktop,246,45770.00866,3.6,0,21,Female,Rock,Hindi,Song_0123,Artist_038,Pop,English,258,76,0.221,0.864,-2.22,0.13,0.923,0.311,0.499,0.283,183.57
I000138,U0386,S0027,3,0,0,4,Web,788,45851.56075,4.3,0,47,Female,Hip-Hop,English,Song_0027,Artist_095,Rock,English,247,18,0.853,0.531,-8.2,0.12,0.492,0.279,0.685,0.861,72.48
I000139,U0249,S0462,5,1,0,4,Web,612,45670.37719,7.3,1,26,Male,Electronic,Hindi,Song_0462,Artist_038,Indie,English,231,30,0.32,0.237,-7.31,0.163,0.232,0.147,0.26,0.695,162.34
I000140,U0111,S0059,5,0,0,5,Mobile,510,46150.6609,6,0,24,Male,Country,Hindi,Song_0059,Artist_098,Indie,English,330,84,0.736,0.852,-2.59,0.127,0.015,0.898,0.59,0.689,81.4
I000141,U0094,S0147,2,1,0,2,Web,67,46248.31731,4.4,0,39,Female,R&B,Tamil,Song_0147,Artist_049,Pop,English,246,100,0.843,0.216,-5.51,0.041,0.69,0.192,0.567,0.522,120.39
I000142,U0410,S0496,1,1,0,4,Mobile,308,45957.36661,5.3,1,31,Male,Pop,Telugu,Song_0496,Artist_004,Pop,English,316,27,0.666,0.586,-11.3,0.094,0.829,0.422,0.461,0.509,94.01
I000143,U0179,S0115,4,1,0,3,Desktop,75,45703.06858,6.1,0,18,Female,Jazz,English,Song_0115,Artist_004,Rock,English,284,77,0.202,0.829,-9.95,0.065,0.265,0.504,0.698,0.631,168.16
I000144,U0047,S0486,3,1,0,3,Mobile,318,46144.86619,5.6,0,41,Female,Hip-Hop,Tamil,Song_0486,Artist_026,Electronic,Spanish,261,1,0.314,0.363,-12.39,0.225,0.362,0.634,0.587,0.115,154.69
I000145,U0794,S0460,7,1,0,5,Web,842,45703.3366,9,1,38,Male,Electronic,Telugu,Song_0460,Artist_013,Pop,Spanish,270,25,0.394,0.897,-11.25,0.289,0.453,0.547,0.633,0.697,75.38
I000146,U0852,S0387,3,0,0,3,Mobile,795,45996.54847,3.6,0,22,Female,Hip-Hop,Telugu,Song_0387,Artist_099,Jazz,Hindi,249,1,0.687,0.192,-7.72,0.042,0.506,0.537,0.084,0.781,166.66
I000147,U0874,S0199,3,0,0,4,Mobile,416,46248.52709,4.3,0,35,Female,Hip-Hop,English,Song_0199,Artist_094,Electronic,English,162,51,0.799,0.391,-10.11,0.265,0.469,0.48,0.538,0.092,92.79
I000148,U0604,S0128,4,1,0,5,Mobile,686,45810.13553,7.5,1,40,Female,Lo-Fi,Spanish,Song_0128,Artist_028,Jazz,Hindi,210,73,0.709,0.783,-7.72,0.254,0.248,0.739,0.12,0.424,63.3
I000149,U0376,S0376,5,0,0,5,Mobile,519,45880.70804,6,0,16,Female,Indie,English,Song_0376,Artist_021,Indie,English,189,78,0.837,0.473,-2.48,0.131,0.541,0.896,0.308,0.801,188.09
I000150,U0724,S0483,5,1,0,5,Web,484,45799.01487,8,1,25,Female,Pop,Tamil,Song_0483,Artist_023,Indie,English,273,99,0.356,0.902,-3.65,0.203,0.024,0.326,0.673,0.558,132.74
I000151,U0587,S0153,2,1,0,4,Mobile,89,46062.01197,5.8,1,28,Male,Lo-Fi,English,Song_0153,Artist_052,R&B,English,207,26,0.537,0.899,-13.5,0.093,0.796,0.34,0.33,0.277,80.24
I000152,U0890,S0369,3,1,0,5,Web,145,46018.1005,7,1,56,Male,Pop,Telugu,Song_0369,Artist_097,Pop,Tamil,233,43,0.735,0.159,-5.28,0.17,0.023,0.037,0.4,0.3,143.52
I000153,U0202,S0271,9,0,1,3,Desktop,267,46123.74183,4.6,0,17,Female,Rock,English,Song_0271,Artist_063,Country,English,329,95,0.758,0.295,-9.4,0.106,0.742,0.217,0.531,0.78,129.15
I000154,U0445,S0339,4,1,0,4,Mobile,157,46045.46601,6.8,1,43,Female,Jazz,Hindi,Song_0339,Artist_015,Classical,Hindi,217,96,0.838,0.62,-11.83,0.048,0.144,0.881,0.229,0.28,69.57
I000155,U0919,S0444,4,0,0,3,Web,499,46061.53528,4.1,0,35,Male,Electronic,Spanish,Song_0444,Artist_063,Lo-Fi,Spanish,159,2,0.677,0.214,-4.99,0.133,0.682,0.489,0.775,0.97,121.8
I000156,U0933,S0083,4,1,0,3,Tablet,727,45894.00763,6.1,0,59,Other,Country,Telugu,Song_0083,Artist_082,Pop,English,195,42,0.437,0.266,-3.52,0.291,0.584,0.235,0.614,0.644,118.27
I000157,U0297,S0023,3,0,0,5,Web,633,46039.50808,5,0,29,Male,Electronic,English,Song_0023,Artist_036,Electronic,English,275,39,0.668,0.896,-4.65,0.26,0.152,0.704,0.684,0.365,169.4
I000158,U0308,S0011,3,0,0,5,Mobile,32,46189.27455,5,0,45,Male,Indie,English,Song_0011,Artist_008,Indie,Hindi,324,6,0.71,0.151,-9.45,0.205,0.688,0.514,0.766,0.222,69.17
I000159,U0723,S0187,3,1,0,5,Mobile,392,46106.35447,7,1,52,Male,Electronic,English,Song_0187,Artist_039,Jazz,English,211,77,0.979,0.652,-4.36,0.115,0.332,0.009,0.091,0.817,61.39
I000160,U0493,S0469,2,1,1,2,Mobile,661,45954.28076,2.4,0,58,Male,Pop,English,Song_0469,Artist_072,Indie,English,247,51,0.335,0.729,-8.4,0.209,0.041,0.785,0.794,0.352,140.99
I000161,U0338,S0116,6,1,0,3,Mobile,374,45870.75552,7.1,0,48,Male,Electronic,Spanish,Song_0116,Artist_039,Indie,English,228,86,0.403,0.704,-9.23,0.271,0.21,0.865,0.251,0.14,134.34
I000162,U0945,S0162,7,0,0,5,Mobile,622,45747.33627,7,0,29,Male,Jazz,English,Song_0162,Artist_045,R&B,English,163,23,0.91,0.187,-2.38,0.185,0.832,0.411,0.659,0.179,87.35
I000163,U0923,S0103,4,1,0,4,Mobile,274,45968.30557,6.8,1,30,Male,Rock,Telugu,Song_0103,Artist_096,Rock,English,331,54,0.837,0.966,-10.32,0.222,0.692,0.678,0.115,0.769,80.83
I000164,U0646,S0243,7,1,0,5,Web,756,45687.81912,9,1,34,Female,Lo-Fi,Hindi,Song_0243,Artist_042,Pop,Hindi,223,98,0.692,0.241,-6.53,0.158,0.097,0.611,0.478,0.448,121.22
I000165,U0842,S0007,3,1,0,4,Mobile,646,46032.87881,6.3,1,29,Female,Classical,English,Song_0007,Artist_056,Hip-Hop,English,331,86,0.6,0.258,-8.39,0.282,0.276,0.659,0.547,0.057,174.28
I000166,U0066,S0362,4,0,1,3,Web,646,45822.96259,2.1,0,41,Female,Country,Tamil,Song_0362,Artist_021,Lo-Fi,Spanish,228,57,0.598,0.329,-5.06,0.238,0.644,0.295,0.153,0.064,115.27
I000167,U0792,S0172,3,0,1,5,Web,139,45872.09059,3,0,58,Male,Classical,Hindi,Song_0172,Artist_015,Electronic,Spanish,337,12,0.304,0.45,-10.88,0.252,0.548,0.102,0.769,0.336,151.51
I000168,U0422,S0256,4,1,0,3,Mobile,634,46019.25569,6.1,0,24,Female,Rock,Hindi,Song_0256,Artist_056,Hip-Hop,English,281,49,0.513,0.665,-14.1,0.021,0.84,0.12,0.654,0.596,95.82
I000169,U0540,S0247,6,1,0,4,Mobile,192,45798.1064,7.8,1,45,Female,R&B,Hindi,Song_0247,Artist_095,Rock,Tamil,191,90,0.672,0.65,-11.28,0.234,0.361,0.097,0.646,0.719,164.39
I000170,U0924,S0475,4,0,0,4,Web,626,45801.57884,4.8,0,21,Female,Country,Hindi,Song_0475,Artist_031,Hip-Hop,English,340,57,0.718,0.794,-7.17,0.296,0.492,0.686,0.739,0.325,169.01
I000171,U0629,S0192,4,1,0,5,Desktop,687,45929.28873,7.5,1,28,Female,Country,English,Song_0192,Artist_002,Classical,English,336,38,0.217,0.238,-7.85,0.024,0.904,0.117,0.372,0.298,173.33
I000172,U0493,S0114,4,0,0,5,Mobile,172,45712.00436,5.5,0,58,Male,Pop,English,Song_0114,Artist_054,Electronic,English,354,82,0.644,0.742,-11.9,0.214,0.17,0.548,0.755,0.57,82.01
I000173,U0882,S0023,6,0,0,3,Mobile,899,45759.16179,5.1,0,51,Male,Indie,Tamil,Song_0023,Artist_036,Electronic,English,275,39,0.668,0.896,-4.65,0.26,0.152,0.704,0.684,0.365,169.4
I000174,U0999,S0358,5,1,1,4,Mobile,771,45744.71397,5.3,0,20,Male,Rock,English,Song_0358,Artist_089,Hip-Hop,English,317,9,0.214,0.444,-12.69,0.215,0.495,0.818,0.375,0.631,126.31
I000175,U0962,S0314,4,0,1,4,Mobile,235,46016.41544,2.8,0,55,Male,Electronic,English,Song_0314,Artist_027,Indie,English,267,21,0.474,0.98,-11.31,0.232,0.84,0.108,0.039,0.834,101.48
I000176,U0317,S0276,2,0,0,2,Web,718,45855.23713,2.4,0,45,Female,Indie,Telugu,Song_0276,Artist_019,Jazz,Telugu,241,43,0.741,0.714,-7.39,0.184,0.769,0.636,0.369,0.339,179.83
I000177,U0942,S0411,5,1,0,4,Mobile,827,46199.43215,7.3,1,27,Female,Jazz,Hindi,Song_0411,Artist_065,Country,Telugu,280,42,0.26,0.401,-9.67,0.115,0.378,0.402,0.293,0.79,70.25
I000178,U0837,S0373,2,0,1,5,Desktop,196,46187.02721,2.5,0,16,Female,Country,English,Song_0373,Artist_079,Jazz,Telugu,280,50,0.415,0.388,-8.26,0.253,0.776,0.645,0.182,0.717,104.4
I000179,U0626,S0444,8,1,0,2,Web,812,46158.13885,7.4,0,54,Male,Jazz,Hindi,Song_0444,Artist_063,Lo-Fi,Spanish,159,2,0.677,0.214,-4.99,0.133,0.682,0.489,0.775,0.97,121.8
I000180,U0075,S0136,6,0,0,4,Web,197,46249.55122,5.8,0,29,Female,Classical,English,Song_0136,Artist_072,Lo-Fi,Hindi,268,77,0.684,0.76,-3.89,0.026,0.469,0.361,0.144,0.134,88.44
I000181,U0714,S0357,5,1,0,5,Mobile,415,45947.16419,8,1,43,Male,Country,Hindi,Song_0357,Artist_001,Electronic,English,197,49,0.243,0.282,-5.79,0.06,0.54,0.228,0.4,0.193,154.46
I000182,U0939,S0195,8,1,0,3,Mobile,550,46176.85663,8.1,0,35,Male,Hip-Hop,Hindi,Song_0195,Artist_030,Jazz,Spanish,276,33,0.886,0.521,-6.72,0.082,0.29,0.298,0.246,0.664,149.36
I000183,U0059,S0258,5,1,0,3,Tablet,361,45903.82775,6.6,0,19,Male,Lo-Fi,English,Song_0258,Artist_086,Pop,English,297,38,0.509,0.73,-7.07,0.075,0.108,0.554,0.759,0.492,179.37
I000184,U0386,S0278,8,1,0,3,Web,404,45852.27231,8.1,0,47,Female,Hip-Hop,English,Song_0278,Artist_028,Lo-Fi,English,231,55,0.792,0.769,-13.05,0.109,0.114,0.783,0.721,0.246,177.28
I000185,U0015,S0070,5,1,0,5,Mobile,442,45796.72642,8,1,39,Male,R&B,Telugu,Song_0070,Artist_015,Indie,Tamil,341,52,0.885,0.862,-11.25,0.293,0.794,0.597,0.216,0.568,79.62
I000186,U0231,S0359,4,1,1,5,Mobile,307,45962.0277,5.5,0,44,Male,Electronic,English,Song_0359,Artist_066,R&B,Telugu,215,17,0.28,0.498,-3.45,0.066,0.693,0.092,0.123,0.365,140.86
I000187,U0617,S0360,2,1,0,5,Mobile,542,45821.28015,6.5,1,54,Other,Lo-Fi,Spanish,Song_0360,Artist_030,Lo-Fi,Tamil,350,69,0.334,0.474,-9.26,0.231,0.555,0.044,0.358,0.168,111.4
I000188,U0677,S0036,4,1,1,5,Tablet,404,45954.54984,5.5,0,42,Female,Country,Hindi,Song_0036,Artist_011,Classical,Telugu,291,74,0.841,0.467,-10.96,0.126,0.657,0.548,0.766,0.823,176.55
I000189,U0199,S0108,2,1,0,3,Mobile,352,46180.4664,5.1,0,52,Male,Country,Hindi,Song_0108,Artist_083,Lo-Fi,English,283,90,0.281,0.162,-8.6,0.031,0.774,0.755,0.618,0.827,60.35
I000190,U0916,S0024,5,1,0,5,Web,141,45723.45155,8,1,46,Female,Country,English,Song_0024,Artist_026,Country,English,306,88,0.629,0.529,-7.42,0.196,0.451,0.683,0.682,0.069,61.43
I000191,U0354,S0140,4,0,0,4,Mobile,743,45848.68836,4.8,0,17,Male,Country,Hindi,Song_0140,Artist_078,Jazz,Hindi,303,15,0.542,0.826,-8.02,0.27,0.747,0.651,0.304,0.322,88.27
I000192,U0035,S0465,4,1,0,4,Mobile,242,45831.92569,6.8,1,59,Female,Hip-Hop,Hindi,Song_0465,Artist_045,Classical,English,279,88,0.702,0.819,-8.31,0.139,0.649,0.011,0.094,0.406,148.48
I000193,U0162,S0022,4,1,0,4,Web,390,45662.72911,6.8,1,60,Male,R&B,English,Song_0022,Artist_096,R&B,English,352,57,0.297,0.679,-7.87,0.211,0.598,0.292,0.274,0.197,83.45
I000194,U0757,S0339,3,1,0,4,Mobile,786,45735.66758,6.3,1,29,Male,R&B,English,Song_0339,Artist_015,Classical,Hindi,217,96,0.838,0.62,-11.83,0.048,0.144,0.881,0.229,0.28,69.57
I000195,U0982,S0329,5,0,0,4,Mobile,280,45856.39486,5.3,0,49,Male,Pop,Spanish,Song_0329,Artist_064,Hip-Hop,Tamil,239,19,0.939,0.412,-11.82,0.233,0.461,0.421,0.549,0.912,172.46
I000196,U0799,S0204,7,1,1,3,Tablet,44,45861.67905,5.6,0,23,Male,Hip-Hop,Hindi,Song_0204,Artist_094,R&B,English,340,15,0.25,0.381,-3.64,0.149,0.645,0.665,0.112,0.745,61.85
I000197,U0895,S0380,2,1,0,4,Mobile,707,45985.77251,5.8,1,60,Male,R&B,English,Song_0380,Artist_047,Pop,Tamil,165,43,0.261,0.972,-8.95,0.279,0.536,0.295,0.352,0.294,143.2
I000198,U0471,S0224,7,1,0,2,Mobile,821,45837.17243,6.9,0,19,Male,Indie,Tamil,Song_0224,Artist_001,Rock,English,270,61,0.72,0.307,-12.24,0.299,0.304,0.348,0.664,0.166,89.62
I000199,U0531,S0223,8,0,1,3,Tablet,339,45884.80492,4.1,0,38,Male,Lo-Fi,Spanish,Song_0223,Artist_054,R&B,Hindi,245,9,0.468,0.506,-2.72,0.3,0.749,0.687,0.61,0.197,162.43
I000200,U0964,S0081,3,1,0,5,Mobile,803,46094.19671,7,1,35,Male,Pop,English,Song_0081,Artist_091,Hip-Hop,Hindi,228,89,0.526,0.246,-2.24,0.163,0.947,0.687,0.602,0.78,69.86
I000201,U0792,S0407,4,1,0,3,Desktop,82,45977.31696,6.1,0,58,Male,Classical,Hindi,Song_0407,Artist_069,Jazz,English,218,19,0.912,0.268,-4.88,0.26,0.386,0.115,0.042,0.649,145.65
I000202,U0852,S0330,2,0,1,5,Mobile,618,45878.14516,2.5,0,22,Female,Hip-Hop,Telugu,Song_0330,Artist_010,Classical,English,227,44,0.36,0.805,-12.04,0.138,0.025,0.787,0.195,0.399,125
I000203,U0423,S0191,3,1,1,5,Tablet,211,45953.40131,5,0,27,Female,Indie,Hindi,Song_0191,Artist_016,Lo-Fi,Telugu,213,42,0.471,0.792,-5.28,0.166,0.098,0.217,0.764,0.848,100.48
I000204,U0348,S0286,3,1,0,4,Mobile,36,45954.20067,6.3,1,18,Female,Jazz,Tamil,Song_0286,Artist_043,Country,Spanish,225,27,0.806,0.201,-11.03,0.191,0.641,0.082,0.77,0.512,75.35
I000205,U0694,S0147,4,1,0,5,Mobile,206,45804.42148,7.5,1,60,Other,Classical,Telugu,Song_0147,Artist_049,Pop,English,246,100,0.843,0.216,-5.51,0.041,0.69,0.192,0.567,0.522,120.39
I000206,U0935,S0282,4,1,0,3,Mobile,222,46194.80086,6.1,0,21,Male,Pop,Hindi,Song_0282,Artist_068,Rock,Hindi,191,80,0.468,0.916,-10.33,0.04,0.693,0.432,0.78,0.151,112.05
I000207,U0913,S0474,5,1,0,3,Web,148,45858.67618,6.6,0,52,Male,Electronic,Hindi,Song_0474,Artist_013,Electronic,English,160,42,0.76,0.274,-6.03,0.065,0.796,0.441,0.141,0.815,155.67
I000208,U0147,S0384,1,0,0,5,Web,533,46040.38919,4,0,52,Male,Electronic,English,Song_0384,Artist_018,Pop,Hindi,283,95,0.934,0.308,-14.16,0.134,0.89,0.811,0.225,0.358,145.42
I000209,U0374,S0011,3,0,0,5,Web,628,46193.48378,5,0,60,Male,Lo-Fi,English,Song_0011,Artist_008,Indie,Hindi,324,6,0.71,0.151,-9.45,0.205,0.688,0.514,0.766,0.222,69.17
I000210,U0688,S0276,4,1,0,5,Tablet,609,45951.36464,7.5,1,33,Female,Jazz,English,Song_0276,Artist_019,Jazz,Telugu,241,43,0.741,0.714,-7.39,0.184,0.769,0.636,0.369,0.339,179.83
I000211,U0675,S0374,5,1,0,5,Mobile,307,46074.12301,8,1,56,Female,Electronic,English,Song_0374,Artist_046,Country,English,332,33,0.374,0.422,-7.36,0.28,0.846,0.184,0.629,0.865,161.34
I000212,U0416,S0056,2,0,0,4,Web,81,46199.45906,3.8,0,34,Female,Indie,English,Song_0056,Artist_055,Electronic,Telugu,328,47,0.969,0.593,-6.97,0.145,0.802,0.401,0.353,0.187,94.2
I000213,U0687,S0173,2,1,0,2,Mobile,837,45782.95266,4.4,0,21,Male,Electronic,Telugu,Song_0173,Artist_077,Lo-Fi,English,358,90,0.502,0.448,-8.71,0.105,0.481,0.635,0.305,0.154,103.93
I000214,U0494,S0452,4,1,0,5,Mobile,184,45747.0717,7.5,1,59,Female,Pop,English,Song_0452,Artist_099,Lo-Fi,English,161,82,0.227,0.963,-3.91,0.175,0.128,0.159,0.077,0.401,92.39
I000215,U0559,S0303,4,1,0,3,Tablet,867,46014.49159,6.1,0,20,Male,Electronic,Hindi,Song_0303,Artist_082,Rock,English,195,44,0.238,0.564,-5.22,0.058,0.555,0.002,0.79,0.206,69.71
I000216,U0256,S0204,4,0,0,3,Mobile,882,45942.23951,4.1,0,50,Male,R&B,English,Song_0204,Artist_094,R&B,English,340,15,0.25,0.381,-3.64,0.149,0.645,0.665,0.112,0.745,61.85
I000217,U0960,S0345,5,1,0,5,Desktop,795,45838.01777,8,1,17,Female,Classical,Hindi,Song_0345,Artist_047,R&B,English,179,10,0.53,0.465,-14.54,0.291,0.543,0.308,0.756,0.815,93.88
I000218,U0686,S0248,3,0,0,2,Mobile,622,46148.59179,2.9,0,50,Male,Classical,English,Song_0248,Artist_017,Indie,Hindi,250,17,0.693,0.754,-14.08,0.04,0.147,0.236,0.296,0.594,115.53
I000219,U0103,S0314,5,0,0,4,Tablet,270,46126.45145,5.3,0,50,Female,Indie,Telugu,Song_0314,Artist_027,Indie,English,267,21,0.474,0.98,-11.31,0.232,0.84,0.108,0.039,0.834,101.48
I000220,U0121,S0266,6,1,0,3,Mobile,737,46250.3425,7.1,0,55,Male,Lo-Fi,English,Song_0266,Artist_011,Lo-Fi,English,228,71,0.976,0.778,-8.53,0.195,0.721,0.638,0.412,0.639,81.09
I000221,U0419,S0022,6,1,0,4,Desktop,305,45775.06315,7.8,1,52,Female,Rock,Telugu,Song_0022,Artist_096,R&B,English,352,57,0.297,0.679,-7.87,0.211,0.598,0.292,0.274,0.197,83.45
I000222,U0350,S0327,6,1,0,4,Desktop,646,46245.69238,7.8,1,39,Male,Lo-Fi,Telugu,Song_0327,Artist_026,Rock,English,192,84,0.885,0.919,-4.62,0.157,0.33,0.392,0.728,0.201,185.56
I000223,U0657,S0024,2,0,0,3,Mobile,75,46180.26471,3.1,0,26,Other,Hip-Hop,English,Song_0024,Artist_026,Country,English,306,88,0.629,0.529,-7.42,0.196,0.451,0.683,0.682,0.069,61.43
I000224,U0042,S0194,2,1,0,5,Desktop,166,45948.12269,6.5,1,33,Male,Electronic,English,Song_0194,Artist_017,Hip-Hop,English,279,53,0.731,0.292,-12.8,0.292,0.674,0.062,0.183,0.149,86.84
I000225,U0367,S0096,2,1,0,3,Web,803,45746.52733,5.1,0,41,Female,Electronic,Telugu,Song_0096,Artist_018,Classical,English,289,53,0.807,0.931,-6.55,0.102,0.667,0.823,0.585,0.206,137.2
I000226,U0029,S0469,6,1,0,4,Mobile,379,45914.55662,7.8,1,40,Male,R&B,Spanish,Song_0469,Artist_072,Indie,English,247,51,0.335,0.729,-8.4,0.209,0.041,0.785,0.794,0.352,140.99
I000227,U0966,S0445,6,1,0,2,Mobile,466,46052.87525,6.4,0,52,Male,Classical,English,Song_0445,Artist_054,Indie,English,271,63,0.967,0.504,-5.28,0.078,0.533,0.641,0.571,0.48,189.28
I000228,U0892,S0263,6,1,0,2,Mobile,653,45699.94769,6.4,0,21,Female,Pop,English,Song_0263,Artist_072,Jazz,English,257,59,0.979,0.964,-7.17,0.152,0.053,0.362,0.352,0.604,146.83
I000229,U0785,S0072,2,1,0,4,Mobile,152,46023.58826,5.8,1,39,Female,Hip-Hop,Hindi,Song_0072,Artist_063,Electronic,English,166,11,0.758,0.964,-14.36,0.088,0.849,0.154,0.72,0.421,175.38
I000230,U0977,S0243,3,1,1,4,Web,862,46240.94448,4.3,0,20,Female,Hip-Hop,Telugu,Song_0243,Artist_042,Pop,Hindi,223,98,0.692,0.241,-6.53,0.158,0.097,0.611,0.478,0.448,121.22
I000231,U0014,S0383,4,1,1,4,Web,602,45748.29466,4.8,0,55,Female,Rock,Telugu,Song_0383,Artist_091,Pop,Tamil,193,10,0.55,0.581,-7.18,0.249,0.553,0.428,0.651,0.454,154.35
I000232,U0920,S0038,4,1,0,4,Mobile,295,46191.69719,6.8,1,43,Male,Hip-Hop,Spanish,Song_0038,Artist_046,Hip-Hop,Spanish,259,42,0.783,0.86,-4.93,0.208,0.291,0.402,0.275,0.956,160.12
I000233,U0953,S0405,4,1,0,5,Mobile,463,46052.54933,7.5,1,48,Male,Jazz,Hindi,Song_0405,Artist_059,Electronic,Telugu,284,57,0.236,0.469,-11.43,0.168,0.28,0.729,0.366,0.919,66.79
I000234,U0818,S0392,4,1,1,3,Web,386,45907.91192,4.1,0,21,Female,Rock,Hindi,Song_0392,Artist_040,Hip-Hop,Telugu,272,92,0.327,0.707,-8.35,0.055,0.452,0.734,0.682,0.68,166.94
I000235,U0825,S0377,2,1,1,2,Mobile,494,45837.59404,2.4,0,29,Female,Indie,English,Song_0377,Artist_088,Hip-Hop,English,215,97,0.55,0.181,-12.72,0.091,0.64,0.093,0.194,0.754,92.18
I000236,U0485,S0089,3,1,0,4,Mobile,561,46247.28969,6.3,1,58,Male,Jazz,English,Song_0089,Artist_044,Lo-Fi,Telugu,245,23,0.782,0.433,-11.6,0.258,0.793,0.544,0.501,0.224,96.71
I000237,U0189,S0028,2,0,0,4,Mobile,897,46101.74182,3.8,0,39,Female,R&B,English,Song_0028,Artist_082,Hip-Hop,Spanish,342,56,0.452,0.301,-14.69,0.097,0.476,0.263,0.356,0.689,98.62
I000238,U0872,S0092,4,0,0,2,Desktop,818,46056.85709,3.4,0,32,Male,Jazz,Tamil,Song_0092,Artist_060,Rock,Hindi,159,65,0.343,0.33,-12.14,0.041,0.326,0.076,0.047,0.681,154.26
I000239,U0295,S0054,7,0,0,3,Web,810,45801.75796,5.6,0,19,Female,R&B,English,Song_0054,Artist_095,Country,Spanish,314,2,0.206,0.488,-8.62,0.064,0.416,0.88,0.235,0.15,146.01
I000240,U0183,S0159,5,0,1,5,Web,462,45813.99716,4,0,42,Female,Hip-Hop,English,Song_0159,Artist_022,Indie,Hindi,254,91,0.609,0.816,-14.2,0.063,0.787,0.731,0.766,0.703,138.33
I000241,U0864,S0372,6,1,0,1,Desktop,592,46184.45414,5.7,0,25,Female,Pop,English,Song_0372,Artist_052,Classical,Telugu,195,100,0.892,0.89,-13.52,0.143,0.429,0.723,0.606,0.424,144.17
I000242,U0548,S0228,4,1,0,5,Tablet,499,46191.64882,7.5,1,27,Female,Lo-Fi,English,Song_0228,Artist_098,Rock,Hindi,230,35,0.758,0.345,-4.36,0.206,0.735,0.385,0.091,0.794,62.94
I000243,U0882,S0473,2,1,0,5,Desktop,183,46147.18579,6.5,1,51,Male,Indie,Tamil,Song_0473,Artist_027,Pop,English,200,18,0.35,0.158,-9.98,0.024,0.245,0.751,0.412,0.262,128.58
